seed,time,train_position,n1_quality,n2_quality,n3_quality,n1_latency,n2_latency,n3_latency,n1_loss,n2_loss,n3_loss,n1_load,n2_load,n3_load,n1_score,n2_score,n3_score,selected_link
1020,16,320,0.706859,0.566882,0,20,35,50,2.7342,3.77401,7.99365,7,5,0,0.781905,0.596666,0,1
1020,21,420,0.582594,0.85729,0.246013,20,35,50,3.38033,1.02365,5.5187,5,5,2,0.714571,0.779826,0.371735,2
1020,26,520,0.243232,1,0.395656,20,35,50,5.85429,0,4.79576,3,6,3,0.515411,0.85973,0.435463,2
1020,31,620,0.0701438,0.740484,0.647749,20,35,50,7.91861,1.52911,3.12311,3,5,4,0.405053,0.728875,0.583244,2
1020,36,720,0,0.63367,0.897531,20,35,50,8.00233,2.66172,0.757193,0,6,6,0,0.641167,0.738929,3
1020,41,820,0,0.281446,0.974804,20,35,50,7.47457,5.88507,0,0,4,8,0,0.417409,0.775896,3
1020,46,920,0,0.0314756,0.742685,20,35,50,7.51202,7.18155,2.21289,0,0,12,0,0,0.646273,3
1020,51,1020,0,0,0.498285,20,35,50,7.75184,8.35728,4.60939,0,0,12,0,0,0.485051,3
1020,56,1120,0,0,0.321688,20,35,50,7.56039,7.85798,5.35715,0,0,12,0,0,0.406655,3
1021,1,20,0.647051,0,0,20,35,50,2.55091,8.59034,7.65678,12,0,0,0.767151,0,0,1
1021,6,120,0.736278,0.196435,0,20,35,50,2.3696,6.17587,7.95534,8,4,0,0.811849,0.3904,0,1
1021,11,220,0.945903,0.277681,0,20,35,50,0.556522,6.10829,8.2583,8,4,0,0.936147,0.423447,0,1
1021,16,320,0.809268,0.488962,0,20,35,50,1.0643,4.22053,8.34999,7,5,0,0.86977,0.546591,0,1
1021,21,420,0.579965,0.800673,0.185135,20,35,50,3.77519,1.44506,6.3723,5,5,2,0.711911,0.748086,0.312048,2
1021,26,520,0.23377,0.925255,0.311082,20,35,50,6.09848,1.42375,5.33797,3,6,3,0.516981,0.814649,0.395908,2
1021,31,620,0.0372852,0.837928,0.618732,20,35,50,8.38992,1.5384,3.22842,0,7,5,0,0.761529,0.571392,2
1021,36,720,0,0.508871,0.815947,20,35,50,7.12593,4.08269,1.48683,0,5,7,0,0.544063,0.677215,3
1021,41,820,0,0.268836,0.970946,20,35,50,7.51648,6.06186,0.686075,0,4,8,0,0.42041,0.776694,3
1021,46,920,0,0.00570233,0.75086,20,35,50,8.77332,9.27084,1.77485,0,0,12,0,0,0.648963,3
1021,51,1020,0,0,0.566487,20,35,50,8.13338,8.52471,3.37538,0,0,12,0,0,0.539256,3
1021,56,1120,0,0,0.305331,20,35,50,8.39236,7.92865,5.67938,0,0,12,0,0,0.373352,3
1022,1,20,0.634354,0,0,20,35,50,3.35599,8.3386,7.87674,12,0,0,0.745286,0,0,1
1022,6,120,0.75068,0.107905,0,20,35,50,2.44571,6.86081,7.59614,9,3,0,0.804861,0.326546,0,1
1022,11,220,1,0.425248,0,20,35,50,0.447423,4.17349,7.37331,8,4,0,0.959963,0.527796,0,1
1022,16,320,0.667459,0.565857,0,20,35,50,3.2839,4.14376,9.57523,7,5,0,0.756566,0.586261,0,1
1022,21,420,0.526571,0.773766,0.0624034,20,35,50,3.74916,2.22225,7.31282,5,5,2,0.678867,0.720012,0.241183,2
1022,26,520,0.312063,0.943599,0.405809,20,35,50,4.2428,0.590261,4.69974,4,5,3,0.577397,0.823484,0.445648,2
1022,31,620,0,0.66746,0.587588,20,35,50,8.39466,3.18589,2.88107,0,6,6,0,0.648247,0.566851,2
1022,36,720,0,0.502532,0.821781,20,35,50,7.73037,3.96667,1.24113,0,5,7,0,0.564115,0.687198,3
1022,41,820,0,0.25515,1,20,35,50,8.50151,6.11793,0,0,4,8,0,0.413651,0.803668,3
1022,46,920,0,0,0.666227,20,35,50,8.36283,8.04879,3.3035,0,0,12,0,0,0.597074,3
1022,51,1020,0,0,0.569824,20,35,50,7.53133,7.4799,3.18654,0,0,12,0,0,0.55322,3
1022,56,1120,0,0,0.293769,20,35,50,8.20527,7.70579,5.89904,0,0,12,0,0,0.364081,3
1023,1,20,0.678634,0,0,20,35,50,3.0335,7.87904,7.57825,12,0,0,0.758128,0,0,1
1023,6,120,0.796639,0.245525,0,20,35,50,1.03245,6.6986,7.18638,8,4,0,0.857716,0.406822,0,1
1023,11,220,0.925794,0.367262,0,20,35,50,0,5.28935,7.98412,8,4,0,0.932587,0.481037,0,1
1023,16,320,0.753081,0.598887,0,20,35,50,1.96693,3.49228,8.2611,7,5,0,0.831568,0.621486,0,1
1023,21,420,0.521926,0.883186,0.0151892,20,35,50,3.99149,0.794681,8.89908,5,7,0,0.681091,0.796325,0,2
1023,26,520,0.299272,1,0.347047,20,35,50,5.79426,0.414047,4.92411,3,6,3,0.545812,0.854269,0.421534,2
1023,31,620,0.149695,0.691714,0.604515,20,35,50,6.70315,2.58087,3.07042,3,5,4,0.459804,0.680614,0.563312,2
1023,36,720,0,0.579369,0.787132,20,35,50,8.04976,3.51727,2.19728,0,6,6,0,0.618009,0.653782,3
1023,41,820,0,0.401935,0.956074,20,35,50,7.74706,5.0982,0.626276,0,5,7,0,0.489885,0.757489,3
1023,46,920,0,0.138816,0.783354,20,35,50,8.51948,7.27244,1.7691,0,4,8,0,0.345613,0.677766,3
1023,51,1020,0,0,0.479455,20,35,50,8.09018,8.35047,5.80217,0,0,12,0,0,0.445549,3
1023,56,1120,0,0,0.257344,20,35,50,6.58091,7.67217,6.46249,0,0,12,0,0,0.333946,3
1024,1,20,0.703033,0,0,20,35,50,2.07086,8.11025,7.51999,12,0,0,0.783187,0,0,1
1024,6,120,0.776341,0,0,20,35,50,0.921248,7.75184,8.5552,12,0,0,0.839938,0,0,1
1024,11,220,0.968509,0.396377,0,20,35,50,0.547785,5.11806,8.82257,8,4,0,0.94279,0.480279,0,1
1024,16,320,0.748693,0.5857,0,20,35,50,1.73024,2.67291,8.77139,7,5,0,0.816104,0.624934,0,1
1024,21,420,0.514331,0.811024,0.15195,20,35,50,3.70348,1.56229,6.51322,5,5,2,0.683848,0.750572,0.298419,2
1024,26,520,0.374666,0.997013,0.262688,20,35,50,5.86131,0.00648523,5.66778,4,6,2,0.573614,0.869812,0.362437,2
1024,31,620,0,0.837797,0.484166,20,35,50,8.46708,0.23923,3.5678,0,7,5,0,0.790967,0.501177,2
1024,36,720,0,0.481147,0.870326,20,35,50,8.09581,4.34891,0.87903,0,5,7,0,0.550263,0.736278,3
1024,41,820,0,0.258821,0.886351,20,35,50,8.25366,5.72042,1.25968,0,4,8,0,0.420189,0.725316,3
1024,46,920,0,0.12071,0.683326,20,35,50,8.14595,6.90668,2.19731,0,4,8,0,0.343584,0.610751,3
1024,51,1020,0,0,0.522186,20,35,50,8.1218,8.26494,3.61477,0,0,12,0,0,0.503767,3
1024,56,1120,0,0,0.396902,20,35,50,7.75346,8.42076,4.62562,0,0,12,0,0,0.44779,3
1025,1,20,0.656431,0,0,20,35,50,3.36572,8.23544,8.10992,12,0,0,0.750178,0,0,1
1025,6,120,0.850414,0.251625,0,20,35,50,0.0680626,5.67619,7.5962,8,4,0,0.901152,0.41467,0,1
1025,11,220,0.940849,0.330973,0,20,35,50,0.0294181,5.589,7.63266,8,4,0,0.945248,0.463767,0,1
1025,16,320,0.706996,0.673281,0,20,35,50,1.95944,2.26592,8.67737,6,6,0,0.796089,0.695611,0,1
1025,21,420,0.527887,0.845,0.0385942,20,35,50,3.74796,0.814616,7.34178,6,6,0,0.703703,0.78473,0,2
1025,26,520,0.152531,0.976673,0.238292,20,35,50,6.21393,0.618687,6.00844,4,6,2,0.487161,0.835041,0.334474,2
1025,31,620,0.0850605,0.725989,0.64593,20,35,50,7.09607,1.51615,2.87774,3,5,4,0.425198,0.718824,0.584785,2
1025,36,720,0,0.455215,0.874945,20,35,50,8.1304,4.78618,1.23094,0,5,7,0,0.541455,0.714916,3
1025,41,820,0,0.196013,0.903247,20,35,50,8.4471,5.81943,1.22256,0,4,8,0,0.402598,0.7346,3
1025,46,920,0,0.124991,0.717989,20,35,50,8.74572,6.86221,2.42035,0,4,8,0,0.339359,0.627901,3
1025,51,1020,0,0,0.526631,20,35,50,8.01143,8.16875,3.49795,0,0,12,0,0,0.518959,3
1025,56,1120,0,0,0.312782,20,35,50,8.13126,8.59974,5.27769,0,0,12,0,0,0.383459,3
1026,1,20,0.531294,0,0,20,35,50,3.20684,8.46535,7.05703,12,0,0,0.6893,0,0,1
1026,6,120,0.79088,0.2269,0,20,35,50,1.965,6.5643,8.32198,8,4,0,0.842395,0.39825,0,1
1026,11,220,0.89242,0.36203,0,20,35,50,0.97585,4.67073,7.78885,8,4,0,0.891732,0.483573,0,1
1026,16,320,0.727102,0.545494,0,20,35,50,2.13764,4.16351,8.00057,7,5,0,0.801569,0.593305,0,1
1026,21,420,0.474524,0.821244,0.214279,20,35,50,4.02356,1.86624,6.33246,5,5,2,0.662346,0.755566,0.331621,2
1026,26,520,0.254791,0.939256,0.394848,20,35,50,7.07836,0.629744,4.38679,3,6,3,0.513969,0.817986,0.44428,2
1026,31,620,0.0241746,0.710609,0.678829,20,35,50,7.40257,2.0427,1.89138,0,6,6,0,0.698187,0.600805,2
1026,36,720,0,0.525322,0.75254,20,35,50,7.36391,3.29769,1.9994,0,6,6,0,0.589001,0.646992,3
1026,41,820,0,0.301564,1,20,35,50,7.16113,5.4871,0,0,4,8,0,0.454673,0.803521,3
1026,46,920,0,0,0.808354,20,35,50,8.20138,8.23033,1.64494,0,0,12,0,0,0.669978,3
1026,51,1020,0,0,0.457492,20,35,50,7.76526,7.94004,3.78487,0,0,12,0,0,0.478815,3
1026,56,1120,0,0,0.27771,20,35,50,7.76496,8.72641,5.82566,0,0,12,0,0,0.364368,3
1027,1,20,0.578267,0,0,20,35,50,3.07156,8.23716,7.48457,12,0,0,0.717519,0,0,1
1027,6,120,0.735731,0.227657,0,20,35,50,2.98034,5.36428,8.00253,8,4,0,0.792527,0.421302,0,1
1027,11,220,0.995277,0.305565,0,20,35,50,0,5.88092,7.41417,8,4,0,0.977882,0.445039,0,1
1027,16,320,0.718373,0.524615,0,20,35,50,2.52759,4.09248,8.46504,7,5,0,0.798379,0.576809,0,1
1027,21,420,0.591515,0.847011,0.204137,20,35,50,4.29467,0.394225,6.80258,5,5,2,0.708037,0.789521,0.315646,2
1027,26,520,0.276329,0.933826,0.348199,20,35,50,5.90422,1.0028,5.03785,3,6,3,0.540739,0.815844,0.413172,2
1027,31,620,0.102692,0.779873,0.631813,20,35,50,6.78684,2.0388,2.83627,3,5,4,0.43847,0.725195,0.573287,2
1027,36,720,0,0.518841,0.778307,20,35,50,8.76549,3.57268,1.3335,0,6,6,0,0.58848,0.672736,3
1027,41,820,0,0.384653,1,20,35,50,7.53453,4.79574,0.704673,0,4,8,0,0.484472,0.784278,3
1027,46,920,0,0.102895,0.669103,20,35,50,9.24698,7.20638,3.10167,0,4,8,0,0.323859,0.587179,3
1027,51,1020,0,0,0.574949,20,35,50,7.43723,7.34751,4.0605,0,0,12,0,0,0.536228,3
1027,56,1120,0,0,0.293075,20,35,50,7.5113,8.03829,5.56371,0,0,12,0,0,0.367691,3
1028,1,20,0.578543,0,0,20,35,50,3.28337,7.72755,8.01844,12,0,0,0.71487,0,0,1
1028,6,120,0.826418,0.136014,0,20,35,50,1.90008,6.09599,8.0566,9,3,0,0.853648,0.369124,0,1
1028,11,220,0.930403,0.367804,0,20,35,50,1.4548,6.3091,8.312,8,4,0,0.914934,0.455961,0,1
1028,16,320,0.761551,0.632129,0,20,35,50,1.41885,3.43755,7.65425,7,5,0,0.853391,0.637878,0,1
1028,21,420,0.483725,0.802183,0.0577659,20,35,50,4.34494,1.07515,7.25305,5,6,1,0.659563,0.74981,0.24133,2
1028,26,520,0.264359,0.981371,0.358426,20,35,50,6.70876,0,5.89308,3,6,3,0.509169,0.86581,0.404161,2
1028,31,620,0.0392703,0.715573,0.503087,20,35,50,7.23001,3.17192,3.05073,0,7,5,0,0.676446,0.526326,2
1028,36,720,0,0.552015,0.702349,20,35,50,7.70468,4.4001,2.9257,0,6,6,0,0.582378,0.611075,3
1028,41,820,0,0.413097,0.926519,20,35,50,7.81579,5.35798,0.887713,0,5,7,0,0.500348,0.750495,3
1028,46,920,0,0.00763823,0.659863,20,35,50,8.31667,8.08752,3.60681,0,0,12,0,0,0.587524,3
1028,51,1020,0,0,0.461413,20,35,50,8.22296,8.89209,4.07874,0,0,12,0,0,0.481338,3
1028,56,1120,0,0,0.33717,20,35,50,8.49069,9.36414,5.17348,0,0,12,0,0,0.399868,3
1029,1,20,0.685092,0,0,20,35,50,2.16797,8.67194,7.96229,12,0,0,0.789987,0,0,1
1029,6,120,0.805183,0.19081,0,20,35,50,1.75387,6.98439,8.19975,9,3,0,0.847903,0.371573,0,1
1029,11,220,1,0.329604,0,20,35,50,0,4.02001,8.46366,8,4,0,0.97894,0.477923,0,1
1029,16,320,0.67301,0.626449,0,20,35,50,1.73606,2.6859,8.10491,7,5,0,0.791785,0.64246,0,1
1029,21,420,0.609226,0.863935,0.137589,20,35,50,2.58962,1.36342,7.26095,5,5,2,0.72897,0.766288,0.283338,2
1029,26,520,0.336624,1,0.287695,20,35,50,5.65342,0.156509,5.09119,4,6,2,0.559755,0.862434,0.391069,2
1029,31,620,0.0676606,0.778701,0.628527,20,35,50,7.63605,1.31814,2.90206,3,5,4,0.400863,0.74657,0.576065,2
1029,36,720,0,0.519661,0.789859,20,35,50,8.71488,3.75782,1.48719,0,6,6,0,0.577411,0.669763,3
1029,41,820,0,0.184481,0.925019,20,35,50,8.57979,6.29109,0,0,4,8,0,0.380535,0.760194,3
1029,46,920,0,0.0872806,0.842919,20,35,50,7.79943,6.62426,1.06784,0,4,8,0,0.34221,0.714926,3
1029,51,1020,0,0,0.419645,20,35,50,7.0268,8.04206,4.50041,0,0,12,0,0,0.443804,3
1029,56,1120,0,0,0.337177,20,35,50,8.80728,8.99005,6.5249,0,0,12,0,0,0.379434,3
1030,1,20,0.643602,0,0,20,35,50,3.1612,8.33457,7.59143,12,0,0,0.759117,0,0,1
1030,6,120,0.757775,0.141371,0,20,35,50,3.11327,6.34635,8.32163,9,3,0,0.79568,0.349751,0,1
1030,11,220,0.932153,0.287211,0,20,35,50,0,6.05515,7.6484,8,4,0,0.917916,0.427816,0,1
1030,16,320,0.570851,0.592936,0,20,35,50,3.43305,3.45914,8.1313,6,6,0,0.712647,0.629415,0,1
1030,21,420,0.387283,0.834812,0.30292,20,35,50,5.07966,1.16362,5.20094,4,5,3,0.595824,0.781945,0.406584,2
1030,26,520,0.270197,0.929395,0.370725,20,35,50,6.06812,0.109744,4.36875,3,6,3,0.528605,0.829921,0.432813,2
1030,31,620,0.047457,0.785475,0.610529,20,35,50,8.08985,2.04141,3.61501,0,7,5,0,0.719509,0.550359,2
1030,36,720,0,0.594686,0.86583,20,35,50,8.30156,2.89696,1.8882,0,6,6,0,0.632658,0.702431,3
1030,41,820,0,0.267401,0.950914,20,35,50,7.90677,5.46342,0,0,4,8,0,0.427891,0.775144,3
1030,46,920,0,0.0542291,0.761264,20,35,50,7.78152,7.2643,1.78074,0,4,8,0,0.310129,0.663836,3
1030,51,1020,0,0,0.463091,20,35,50,8.16715,7.37275,3.78147,0,0,12,0,0,0.500954,3
1030,56,1120,0,0,0.436243,20,35,50,8.03099,7.65483,4.15671,0,0,12,0,0,0.474971,3
1031,1,20,0.646026,0,0,20,35,50,3.2774,8.21684,8.16714,12,0,0,0.739344,0,0,1
1031,6,120,0.811782,0.161327,0,20,35,50,1.84093,6.4758,8.32333,8,4,0,0.8465,0.37708,0,1
1031,11,220,0.947079,0.341901,0,20,35,50,0,5.54797,7.59781,8,4,0,0.949599,0.467607,0,1
1031,16,320,0.665524,0.606269,0,20,35,50,2.66469,3.28667,8.28653,7,5,0,0.776247,0.615541,0,1
1031,21,420,0.503433,0.788981,0.196117,20,35,50,4.03373,1.70108,6.7652,5,5,2,0.68124,0.731982,0.316227,2
1031,26,520,0.221075,0.900201,0.335973,20,35,50,6.48407,0.90893,5.29589,3,6,3,0.493682,0.808821,0.411613,2
1031,31,620,0.0853578,0.801917,0.554464,20,35,50,7.62656,0.705618,2.65473,3,5,4,0.415313,0.762695,0.554099,2
1031,36,720,0,0.517895,0.793008,20,35,50,7.55052,4.03961,1.71748,0,6,6,0,0.579093,0.67196,3
1031,41,820,0,0.36749,0.880421,20,35,50,7.50069,5.20941,0.631074,0,5,7,0,0.483274,0.717157,3
1031,46,920,0,0.0643022,0.701937,20,35,50,8.18635,7.48218,2.30001,0,4,8,0,0.288051,0.604205,3
1031,51,1020,0,0,0.465985,20,35,50,8.72802,8.7691,4.18016,0,0,12,0,0,0.470477,3
1031,56,1120,0,0,0.282863,20,35,50,8.11768,8.12149,5.25449,0,0,12,0,0,0.378494,3
1032,1,20,0.611568,0,0,20,35,50,3.90704,7.80634,8.30683,12,0,0,0.722292,0,0,1
1032,6,120,0.743866,0.108519,0,20,35,50,2.47617,6.40162,8.91782,9,3,0,0.820054,0.338834,0,1
1032,11,220,0.943202,0.410564,0,20,35,50,0.7283,4.95598,8.44875,8,4,0,0.933065,0.499198,0,1
1032,16,320,0.766353,0.648799,0,20,35,50,1.03712,3.41295,7.34738,7,5,0,0.847227,0.628792,0,1
1032,21,420,0.534776,0.838045,0.188364,20,35,50,3.19116,0.949283,7.74666,5,5,2,0.696048,0.773572,0.295922,2
1032,26,520,0.242603,1,0.441621,20,35,50,5.46953,0.0960087,4.46829,3,6,3,0.521877,0.858333,0.465335,2
1032,31,620,0.0601961,0.770045,0.613085,20,35,50,7.52829,1.85833,3.93081,3,5,4,0.405089,0.723227,0.562652,2
1032,36,720,0,0.49272,0.836766,20,35,50,8.52577,3.83464,1.65829,0,5,7,0,0.561445,0.697397,3
1032,41,820,0,0.233191,0.849705,20,35,50,8.13019,6.16347,1.7145,0,4,8,0,0.405252,0.685111,3
1032,46,920,0,0.154408,0.691793,20,35,50,7.98288,6.27144,2.6539,0,4,8,0,0.351384,0.630003,3
1032,51,1020,0,0,0.474129,20,35,50,7.63107,7.43987,4.19287,0,0,12,0,0,0.487959,3
1032,56,1120,0,0,0.236701,20,35,50,8.17471,7.98373,6.97695,0,0,12,0,0,0.320579,3
1033,1,20,0.635837,0,0,20,35,50,2.7368,8.28682,8.32571,12,0,0,0.754803,0,0,1
1033,6,120,0.737124,0.0892188,0,20,35,50,1.96881,6.63851,6.96646,9,3,0,0.828547,0.326262,0,1
1033,11,220,1,0.269764,0,20,35,50,0,5.25437,7.76854,8,4,0,0.968118,0.445306,0,1
1033,16,320,0.700014,0.684631,0,20,35,50,2.38548,2.51602,7.82268,6,6,0,0.777923,0.677044,0,1
1033,21,420,0.535563,0.713222,0.262958,20,35,50,3.57777,2.13659,6.01953,5,5,2,0.693231,0.710223,0.363739,2
1033,26,520,0.230998,0.97806,0.35684,20,35,50,6.11722,0,5.25507,3,6,3,0.501643,0.856679,0.423477,2
1033,31,620,0.133761,0.835929,0.500148,20,35,50,6.85147,1.13254,3.8225,3,6,3,0.445154,0.773177,0.491059,2
1033,36,720,0,0.586297,0.889382,20,35,50,8.50965,3.32279,1.20433,0,5,7,0,0.618092,0.731644,3
1033,41,820,0,0.274974,0.816481,20,35,50,7.12358,5.14044,1.0096,0,5,7,0,0.446476,0.696264,3
1033,46,920,0,0.0288009,0.727114,20,35,50,7.58305,7.59193,1.70016,0,0,12,0,0,0.639306,3
1033,51,1020,0,0,0.45221,20,35,50,7.59131,7.40615,4.80923,0,0,12,0,0,0.459697,3
1033,56,1120,0,0,0.357548,20,35,50,8.60393,7.48003,4.63531,0,0,12,0,0,0.427067,3
1034,1,20,0.720722,0,0,20,35,50,1.59626,8.23418,7.83025,12,0,0,0.808733,0,0,1
1034,6,120,0.760487,0.158539,0,20,35,50,2.26956,6.28912,7.4132,9,3,0,0.822904,0.353403,0,1
1034,11,220,1,0.416042,0,20,35,50,0,4.88709,8.20797,8,4,0,0.968086,0.513879,0,1
1034,16,320,0.738769,0.667981,0,20,35,50,2.04921,2.55732,8.97167,7,5,0,0.824852,0.664708,0,1
1034,21,420,0.545544,0.811604,0.195719,20,35,50,3.23803,2.1001,7.16372,5,5,2,0.710523,0.743216,0.306959,2
1034,26,520,0.381146,0.978116,0.417217,20,35,50,5.13296,0.283519,4.13122,4,5,3,0.60021,0.847165,0.461567,2
1034,31,620,0,0.718423,0.612553,20,35,50,8.38017,2.35128,3.05132,0,7,5,0,0.696118,0.572207,2
1034,36,720,0,0.585784,0.832236,20,35,50,7.51912,3.90118,0.520842,0,5,7,0,0.600725,0.725419,3
1034,41,820,0,0.288962,0.928551,20,35,50,7.52308,5.76677,1.18082,0,4,8,0,0.438032,0.744137,3
1034,46,920,0,0.0846719,0.658296,20,35,50,8.63044,6.98498,2.52016,0,4,8,0,0.326882,0.605551,3
1034,51,1020,0,0,0.445373,20,35,50,8.21159,8.0092,5.10658,0,0,12,0,0,0.455171,3
1034,56,1120,0,0,0.307341,20,35,50,8.49473,8.31776,6.1599,0,0,12,0,0,0.379085,3
1035,1,20,0.604176,0,0,20,35,50,2.89739,8.02384,8.53756,12,0,0,0.745746,0,0,1
1035,6,120,0.822791,0.147879,0,20,35,50,1.80006,6.52871,8.64703,9,3,0,0.848527,0.345302,0,1
1035,11,220,0.959482,0.370206,0,20,35,50,0.891971,4.34846,8.63108,8,4,0,0.940429,0.502334,0,1
1035,16,320,0.756957,0.649161,0,20,35,50,2.59855,2.18877,7.38922,7,5,0,0.816006,0.670957,0,1
1035,21,420,0.549461,0.922963,0.137343,20,35,50,3.08745,0.228431,6.52342,5,5,2,0.708224,0.823417,0.284655,2
1035,26,520,0.20711,0.888553,0.300448,20,35,50,7.315,1.17237,5.27972,3,6,3,0.496248,0.799441,0.376072,2
1035,31,620,0.174525,0.724951,0.755586,20,35,50,6.66653,2.56151,2.33209,3,5,4,0.45883,0.68725,0.646317,2
1035,36,720,0,0.577603,0.805492,20,35,50,8.17911,3.61904,1.34735,0,6,6,0,0.601025,0.679995,3
1035,41,820,0,0.239172,0.912618,20,35,50,8.19405,6.35434,1.82306,0,4,8,0,0.394023,0.725524,3
1035,46,920,0,0,0.723438,20,35,50,7.53992,8.09186,3.22589,0,0,12,0,0,0.602602,3
1035,51,1020,0,0,0.535962,20,35,50,8.87844,8.18151,3.39523,0,0,12,0,0,0.512522,3
1035,56,1120,0,0,0.301153,20,35,50,8.07747,8.30674,5.23018,0,0,12,0,0,0.393445,3
1036,1,20,0.596708,0,0,20,35,50,2.47508,7.87689,7.42113,12,0,0,0.748457,0,0,1
1036,6,120,0.734283,0.0989457,0,20,35,50,2.74519,5.79851,8.52645,8,4,0,0.788679,0.351325,0,1
1036,11,220,0.977256,0.474765,0,20,35,50,0.551115,4.20381,7.20301,8,4,0,0.946657,0.551151,0,1
1036,16,320,0.642189,0.595788,0,20,35,50,2.7439,2.92169,7.5827,7,5,0,0.756031,0.63584,0,1
1036,21,420,0.481164,0.813077,0.167155,20,35,50,3.65609,1.65655,6.57414,5,5,2,0.659503,0.748441,0.319621,2
1036,26,520,0.274597,0.947554,0.262815,20,35,50,5.35576,0.0844985,5.61648,4,6,2,0.552029,0.84049,0.35828,2
1036,31,620,0,0.744562,0.646683,20,35,50,8.03045,2.74022,2.75464,0,7,5,0,0.710825,0.589714,2
1036,36,720,0,0.456642,0.805146,20,35,50,8.2144,3.86838,1.46566,0,5,7,0,0.538575,0.690076,3
1036,41,820,0,0.364991,1,20,35,50,8.0117,4.94704,0.423269,0,4,8,0,0.479949,0.786039,3
1036,46,920,0,0.0422464,0.777381,20,35,50,8.11868,6.97991,2.47045,0,0,12,0,0,0.647873,3
1036,51,1020,0,0,0.52082,20,35,50,8.58084,7.94457,3.94809,0,0,12,0,0,0.521513,3
1036,56,1120,0,0,0.328195,20,35,50,8.33178,8.21491,5.43206,0,0,12,0,0,0.409251,3
1037,1,20,0.532376,0,0,20,35,50,3.95939,8.16866,7.79543,12,0,0,0.681521,0,0,1
1037,6,120,0.852894,0.14506,0,20,35,50,1.66029,6.85201,7.37923,9,3,0,0.879371,0.353149,0,1
1037,11,220,0.987575,0.450487,0,20,35,50,0.276655,4.96304,8.52406,8,4,0,0.957254,0.513099,0,1
1037,16,320,0.654908,0.514839,0,20,35,50,2.70799,3.83811,6.73133,7,5,0,0.758079,0.561733,0,1
1037,21,420,0.623942,0.790157,0.247675,20,35,50,2.17177,2.3605,6.24058,5,5,2,0.761116,0.722341,0.328037,1
1037,26,520,0.245814,0.968288,0.413103,20,35,50,6.15373,0.311269,4.34223,3,6,3,0.520243,0.847618,0.460098,2
1037,31,620,0.0446366,0.834863,0.604703,20,35,50,7.6491,1.23394,3.72568,0,7,5,0,0.764209,0.564145,2
1037,36,720,0,0.611078,0.759759,20,35,50,8.27928,3.02354,2.13218,0,6,6,0,0.640123,0.639343,2
1037,41,820,0,0.236306,0.857388,20,35,50,7.83723,6.11774,1.43355,0,4,8,0,0.405078,0.71867,3
1037,46,920,0,0.0934014,0.768728,20,35,50,8.65051,6.83807,2.64314,0,4,8,0,0.31817,0.655647,3
1037,51,1020,0,0,0.429134,20,35,50,8.28642,8.20177,4.69409,0,0,12,0,0,0.451131,3
1037,56,1120,0,0,0.360132,20,35,50,7.37341,8.20229,4.10695,0,0,12,0,0,0.430252,3
1038,1,20,0.645797,0,0,20,35,50,3.16765,8.08044,7.93586,12,0,0,0.750831,0,0,1
1038,6,120,0.756402,0.190291,0,20,35,50,1.56885,7.02166,8.81364,9,3,0,0.835836,0.368067,0,1
1038,11,220,0.938235,0.414779,0,20,35,50,0,4.23695,8.35957,8,4,0,0.947181,0.518206,0,1
1038,16,320,0.622626,0.457013,0,20,35,50,2.87325,4.74824,7.91386,7,5,0,0.750452,0.526455,0,1
1038,21,420,0.487414,0.692093,0.147566,20,35,50,3.99429,2.55459,7.28527,5,5,2,0.675435,0.684102,0.277618,2
1038,26,520,0.278805,0.956071,0.393861,20,35,50,5.66406,0.360128,4.23764,3,6,3,0.553006,0.838547,0.450005,2
1038,31,620,0.0433717,0.670624,0.690574,20,35,50,7.45554,1.93493,2.73962,0,6,6,0,0.675489,0.604428,2
1038,36,720,0,0.554964,0.778911,20,35,50,8.05217,3.494,1.42769,0,6,6,0,0.608585,0.68148,3
1038,41,820,0,0.293573,1,20,35,50,8.35969,5.29734,0.60628,0,4,8,0,0.441658,0.777601,3
1038,46,920,0,0,0.775898,20,35,50,8.96967,8.54472,1.35386,0,0,12,0,0,0.669254,3
1038,51,1020,0,0,0.666963,20,35,50,7.71394,8.52926,2.82346,0,0,12,0,0,0.59876,3
1038,56,1120,0,0,0.33274,20,35,50,8.6103,7.67765,5.37515,0,0,12,0,0,0.406871,3
1039,1,20,0.682323,0,0,20,35,50,3.27662,7.95296,8.35878,12,0,0,0.758832,0,0,1
1039,6,120,0.969522,0.135067,0,20,35,50,0,7.06992,7.93985,9,3,0,0.958802,0.335148,0,1
1039,11,220,0.995989,0.506066,0,20,35,50,0.823384,3.97493,8.12764,8,4,0,0.948051,0.571811,0,1
1039,16,320,0.761842,0.564515,0,20,35,50,2.59233,4.25447,9.03428,7,5,0,0.820621,0.590702,0,1
1039,21,420,0.450042,0.937501,0.12162,20,35,50,4.50472,0.293774,7.38112,4,6,2,0.648186,0.839391,0.274226,2
1039,26,520,0.292801,1,0.482528,20,35,50,6.10429,0,4.34959,3,6,3,0.542643,0.863411,0.473911,2
1039,31,620,0.0120032,0.76591,0.635835,20,35,50,7.0061,2.30001,2.22429,0,7,5,0,0.717567,0.60414,2
1039,36,720,0,0.548247,0.767972,20,35,50,8.05788,4.01098,1.56347,0,6,6,0,0.5984,0.672236,3
